global_step=248, episodic_return=[0.442]
global_step=11516, episodic_return=[0.955]
global_step=11520, episodic_return=[0.955]
global_step=11528, episodic_return=[0.955]
global_step=11536, episodic_return=[0.955]
global_step=11540, episodic_return=[0.955]
global_step=11548, episodic_return=[0.955]
global_step=11556, episodic_return=[0.955]
global_step=11560, episodic_return=[0.955]
global_step=11568, episodic_return=[0.955]
global_step=11576, episodic_return=[0.955]
global_step=11580, episodic_return=[0.955]
global_step=11588, episodic_return=[0.928]
global_step=11592, episodic_return=[0.946]
global_step=11596, episodic_return=[0.955]
global_step=11600, episodic_return=[0.955]
global_step=11608, episodic_return=[0.955]
global_step=11612, episodic_return=[0.955]
global_step=11616, episodic_return=[0.955]
global_step=11620, episodic_return=[0.955]
global_step=11628, episodic_return=[0.955]
global_step=11632, episodic_return=[0.955]
global_step=11636, episodic_return=[0.955]
global_step=11640, episodic_return=[0.955]
global_step=11648, episodic_return=[0.955]
global_step=11652, episodic_return=[0.955]
global_step=11656, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-340.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-340.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-340.mp4
global_step=11660, episodic_return=[0.955]
global_step=11668, episodic_return=[0.955]
global_step=11672, episodic_return=[0.955]
global_step=11676, episodic_return=[0.955]
global_step=11680, episodic_return=[0.955]
global_step=11688, episodic_return=[0.955]
global_step=11692, episodic_return=[0.955]
global_step=11696, episodic_return=[0.955]
global_step=11700, episodic_return=[0.955]
global_step=11708, episodic_return=[0.955]
global_step=11716, episodic_return=[0.946]
global_step=11720, episodic_return=[0.955]
global_step=11728, episodic_return=[0.955]
global_step=11736, episodic_return=[0.955]
global_step=11740, episodic_return=[0.955]
global_step=11748, episodic_return=[0.955]
global_step=11756, episodic_return=[0.955]
global_step=11760, episodic_return=[0.955]
global_step=11768, episodic_return=[0.955]
global_step=11776, episodic_return=[0.955]
SPS:  294
global_step=11780, episodic_return=[0.955]
global_step=11788, episodic_return=[0.955]
global_step=11796, episodic_return=[0.955]
global_step=11800, episodic_return=[0.955]
global_step=11808, episodic_return=[0.955]
global_step=11816, episodic_return=[0.955]
global_step=11820, episodic_return=[0.955]
global_step=11828, episodic_return=[0.955]
global_step=11836, episodic_return=[0.955]
global_step=11840, episodic_return=[0.955]
global_step=11848, episodic_return=[0.955]
global_step=11856, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-350.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-350.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-350.mp4
global_step=11860, episodic_return=[0.955]
global_step=11868, episodic_return=[0.955]
global_step=11876, episodic_return=[0.955]
global_step=11880, episodic_return=[0.955]
global_step=11888, episodic_return=[0.955]
global_step=11896, episodic_return=[0.955]
global_step=11904, episodic_return=[0.946]
global_step=11908, episodic_return=[0.955]
global_step=11916, episodic_return=[0.955]
global_step=11928, episodic_return=[0.955]
global_step=11936, episodic_return=[0.955]
global_step=11944, episodic_return=[0.91]
global_step=11948, episodic_return=[0.955]
global_step=11956, episodic_return=[0.955]
global_step=11964, episodic_return=[0.955]
global_step=11968, episodic_return=[0.955]
global_step=11976, episodic_return=[0.955]
global_step=11984, episodic_return=[0.955]
global_step=11988, episodic_return=[0.955]
global_step=11996, episodic_return=[0.955]
global_step=12004, episodic_return=[0.955]
global_step=12008, episodic_return=[0.955]
global_step=12016, episodic_return=[0.955]
global_step=12024, episodic_return=[0.955]
global_step=12028, episodic_return=[0.955]
global_step=12036, episodic_return=[0.955]
global_step=12044, episodic_return=[0.955]
global_step=12048, episodic_return=[0.955]
global_step=12056, episodic_return=[0.955]
global_step=12064, episodic_return=[0.955]
global_step=12068, episodic_return=[0.955]
global_step=12076, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-360.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-360.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-360.mp4
global_step=12084, episodic_return=[0.955]
global_step=12088, episodic_return=[0.955]
global_step=12096, episodic_return=[0.955]
global_step=12104, episodic_return=[0.955]
global_step=12108, episodic_return=[0.955]
global_step=12116, episodic_return=[0.955]
global_step=12124, episodic_return=[0.955]
global_step=12128, episodic_return=[0.955]
global_step=12136, episodic_return=[0.955]
global_step=12144, episodic_return=[0.955]
global_step=12148, episodic_return=[0.955]
global_step=12156, episodic_return=[0.955]
global_step=12168, episodic_return=[0.946]
global_step=12176, episodic_return=[0.955]
global_step=12184, episodic_return=[0.937]
global_step=12188, episodic_return=[0.955]
global_step=12196, episodic_return=[0.955]
global_step=12204, episodic_return=[0.955]
global_step=12208, episodic_return=[0.955]
global_step=12216, episodic_return=[0.955]
global_step=12224, episodic_return=[0.955]
global_step=12228, episodic_return=[0.955]
global_step=12236, episodic_return=[0.955]
global_step=12244, episodic_return=[0.955]
global_step=12248, episodic_return=[0.955]
global_step=12260, episodic_return=[0.946]
global_step=12264, episodic_return=[0.955]
global_step=12268, episodic_return=[0.955]
global_step=12280, episodic_return=[0.955]
global_step=12284, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-370.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-370.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-370.mp4
global_step=12288, episodic_return=[0.955]
SPS:  292
global_step=12300, episodic_return=[0.955]
global_step=12304, episodic_return=[0.955]
global_step=12308, episodic_return=[0.955]
global_step=12320, episodic_return=[0.955]
global_step=12324, episodic_return=[0.955]
global_step=12328, episodic_return=[0.955]
global_step=12332, episodic_return=[0.946]
global_step=12340, episodic_return=[0.955]
global_step=12344, episodic_return=[0.955]
global_step=12348, episodic_return=[0.955]
global_step=12352, episodic_return=[0.955]
global_step=12360, episodic_return=[0.955]
global_step=12364, episodic_return=[0.955]
global_step=12368, episodic_return=[0.955]
global_step=12372, episodic_return=[0.955]
global_step=12380, episodic_return=[0.955]
global_step=12384, episodic_return=[0.955]
global_step=12388, episodic_return=[0.955]
global_step=12392, episodic_return=[0.955]
global_step=12400, episodic_return=[0.955]
global_step=12404, episodic_return=[0.955]
global_step=12408, episodic_return=[0.955]
global_step=12412, episodic_return=[0.955]
global_step=12420, episodic_return=[0.955]
global_step=12424, episodic_return=[0.955]
global_step=12428, episodic_return=[0.955]
global_step=12432, episodic_return=[0.955]
global_step=12440, episodic_return=[0.955]
global_step=12444, episodic_return=[0.955]
global_step=12448, episodic_return=[0.955]
global_step=12452, episodic_return=[0.955]
global_step=12460, episodic_return=[0.955]
global_step=12464, episodic_return=[0.955]
global_step=12468, episodic_return=[0.955]
global_step=12472, episodic_return=[0.955]
global_step=12480, episodic_return=[0.955]
global_step=12484, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-380.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-380.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-380.mp4
global_step=12488, episodic_return=[0.955]
global_step=12492, episodic_return=[0.955]
global_step=12500, episodic_return=[0.955]
global_step=12504, episodic_return=[0.955]
global_step=12508, episodic_return=[0.955]
global_step=12512, episodic_return=[0.955]
global_step=12520, episodic_return=[0.955]
global_step=12528, episodic_return=[0.955]
global_step=12532, episodic_return=[0.955]
global_step=12548, episodic_return=[0.955]
global_step=12552, episodic_return=[0.955]
global_step=12568, episodic_return=[0.955]
global_step=12572, episodic_return=[0.955]
global_step=12588, episodic_return=[0.955]
global_step=12592, episodic_return=[0.955]
global_step=12608, episodic_return=[0.955]
global_step=12612, episodic_return=[0.955]
global_step=12628, episodic_return=[0.955]
global_step=12632, episodic_return=[0.955]
global_step=12648, episodic_return=[0.955]
global_step=12652, episodic_return=[0.955]
global_step=12668, episodic_return=[0.955]
global_step=12672, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-390.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-390.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-390.mp4
global_step=12688, episodic_return=[0.955]
global_step=12692, episodic_return=[0.955]
global_step=12708, episodic_return=[0.955]
global_step=12712, episodic_return=[0.946]
global_step=12728, episodic_return=[0.955]
global_step=12732, episodic_return=[0.955]
global_step=12748, episodic_return=[0.955]
global_step=12752, episodic_return=[0.955]
global_step=12768, episodic_return=[0.955]
global_step=12772, episodic_return=[0.955]
global_step=12788, episodic_return=[0.955]
global_step=12792, episodic_return=[0.955]
SPS:  291
global_step=12808, episodic_return=[0.955]
t:   0%|                                                                                                         | 0/7 [00:00<?, ?it/s, now=None]
global_step=12812, episodic_return=[0.955]
global_step=12828, episodic_return=[0.955]
global_step=12832, episodic_return=[0.955]
global_step=12848, episodic_return=[0.955]
global_step=12852, episodic_return=[0.955]
global_step=12868, episodic_return=[0.955]
global_step=12872, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-400.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-400.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-400.mp4
global_step=12888, episodic_return=[0.955]
global_step=12892, episodic_return=[0.955]
global_step=12908, episodic_return=[0.955]
global_step=12912, episodic_return=[0.955]
global_step=12928, episodic_return=[0.955]
global_step=12932, episodic_return=[0.955]
global_step=12948, episodic_return=[0.955]
global_step=12952, episodic_return=[0.955]
global_step=12968, episodic_return=[0.955]
global_step=12972, episodic_return=[0.946]
global_step=12988, episodic_return=[0.955]
global_step=12992, episodic_return=[0.955]
global_step=13008, episodic_return=[0.955]
global_step=13012, episodic_return=[0.955]
global_step=13028, episodic_return=[0.955]
global_step=13032, episodic_return=[0.955]
global_step=13048, episodic_return=[0.955]
global_step=13052, episodic_return=[0.955]
global_step=13068, episodic_return=[0.955]
global_step=13072, episodic_return=[0.955]
global_step=13088, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-410.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-410.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-410.mp4
global_step=13092, episodic_return=[0.955]
global_step=13108, episodic_return=[0.955]
global_step=13112, episodic_return=[0.955]
global_step=13128, episodic_return=[0.955]
global_step=13132, episodic_return=[0.955]
global_step=13136, episodic_return=[0.946]
global_step=13148, episodic_return=[0.955]
global_step=13152, episodic_return=[0.955]
global_step=13156, episodic_return=[0.955]
global_step=13168, episodic_return=[0.955]
global_step=13172, episodic_return=[0.955]
global_step=13176, episodic_return=[0.946]
global_step=13188, episodic_return=[0.955]
global_step=13192, episodic_return=[0.955]
global_step=13196, episodic_return=[0.955]
global_step=13208, episodic_return=[0.955]
global_step=13212, episodic_return=[0.955]
global_step=13216, episodic_return=[0.955]
global_step=13228, episodic_return=[0.955]
global_step=13232, episodic_return=[0.955]
global_step=13236, episodic_return=[0.955]
global_step=13248, episodic_return=[0.955]
global_step=13252, episodic_return=[0.955]
global_step=13256, episodic_return=[0.955]
global_step=13268, episodic_return=[0.955]
global_step=13272, episodic_return=[0.955]
global_step=13276, episodic_return=[0.955]
global_step=13280, episodic_return=[0.946]
global_step=13288, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-420.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-420.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-420.mp4
global_step=13292, episodic_return=[0.955]
global_step=13296, episodic_return=[0.955]
global_step=13300, episodic_return=[0.955]
global_step=13308, episodic_return=[0.955]
global_step=13312, episodic_return=[0.955]
SPS:  288
global_step=13316, episodic_return=[0.955]
global_step=13320, episodic_return=[0.955]
global_step=13328, episodic_return=[0.955]
global_step=13332, episodic_return=[0.955]
global_step=13336, episodic_return=[0.955]
global_step=13340, episodic_return=[0.955]
global_step=13348, episodic_return=[0.955]
global_step=13352, episodic_return=[0.955]
global_step=13356, episodic_return=[0.955]
global_step=13360, episodic_return=[0.955]
global_step=13368, episodic_return=[0.955]
global_step=13372, episodic_return=[0.955]
global_step=13376, episodic_return=[0.955]
global_step=13380, episodic_return=[0.955]
global_step=13388, episodic_return=[0.955]
global_step=13392, episodic_return=[0.955]
global_step=13396, episodic_return=[0.955]
global_step=13400, episodic_return=[0.955]
global_step=13408, episodic_return=[0.955]
global_step=13412, episodic_return=[0.955]
global_step=13416, episodic_return=[0.955]
global_step=13420, episodic_return=[0.955]
global_step=13428, episodic_return=[0.955]
global_step=13432, episodic_return=[0.955]
global_step=13436, episodic_return=[0.955]
global_step=13440, episodic_return=[0.955]
global_step=13448, episodic_return=[0.955]
global_step=13452, episodic_return=[0.955]
global_step=13456, episodic_return=[0.955]
global_step=13460, episodic_return=[0.955]
global_step=13468, episodic_return=[0.955]
global_step=13472, episodic_return=[0.955]
global_step=13484, episodic_return=[0.946]
global_step=13488, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-430.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-430.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-430.mp4
global_step=13492, episodic_return=[0.955]
global_step=13504, episodic_return=[0.955]
global_step=13508, episodic_return=[0.955]
global_step=13512, episodic_return=[0.955]
global_step=13524, episodic_return=[0.955]
global_step=13528, episodic_return=[0.955]
global_step=13532, episodic_return=[0.955]
global_step=13544, episodic_return=[0.955]
global_step=13548, episodic_return=[0.955]
global_step=13552, episodic_return=[0.955]
global_step=13564, episodic_return=[0.955]
global_step=13568, episodic_return=[0.955]
global_step=13572, episodic_return=[0.955]
global_step=13584, episodic_return=[0.955]
global_step=13588, episodic_return=[0.955]
global_step=13592, episodic_return=[0.955]
global_step=13604, episodic_return=[0.955]
global_step=13608, episodic_return=[0.955]
global_step=13612, episodic_return=[0.955]
global_step=13624, episodic_return=[0.955]
global_step=13628, episodic_return=[0.955]
global_step=13632, episodic_return=[0.955]
global_step=13644, episodic_return=[0.955]
global_step=13648, episodic_return=[0.955]
global_step=13652, episodic_return=[0.955]
global_step=13664, episodic_return=[0.955]
global_step=13668, episodic_return=[0.955]
global_step=13672, episodic_return=[0.955]
global_step=13684, episodic_return=[0.955]
global_step=13688, episodic_return=[0.955]
Moviepy - Building video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-440.mp4.
Moviepy - Writing video D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-440.mp4
Moviepy - Done !
Moviepy - video ready D:\Masters\Projects\thesis\cognitive-PPO\videos\MiniGrid-Empty-5x5-v0__playground__1__1682946950\rl-video-episode-440.mp4
global_step=13692, episodic_return=[0.955]
global_step=13704, episodic_return=[0.955]
global_step=13708, episodic_return=[0.955]
global_step=13712, episodic_return=[0.955]
global_step=13724, episodic_return=[0.955]
global_step=13728, episodic_return=[0.955]
global_step=13732, episodic_return=[0.955]
global_step=13744, episodic_return=[0.955]
global_step=13748, episodic_return=[0.955]
global_step=13752, episodic_return=[0.955]
global_step=13768, episodic_return=[0.955]
global_step=13772, episodic_return=[0.955]
global_step=13788, episodic_return=[0.955]
global_step=13800, episodic_return=[0.937]
global_step=13808, episodic_return=[0.955]
global_step=13820, episodic_return=[0.955]

